1,1
1,2
2,1
2,2
1,8
1,9
2,8
2,9
4,5
4,6
5,5
5,6
10,23
10,24
10,26
10,27
11,22
11,28
12,22
12,29
12,32
12,33
13,22
13,23
13,24
13,28
13,32
13,33
14,27
18,21
18,22
19,21
20,22
20,23
20,24
21,24
